emisora,fecha,hora,descripcion,titulos,precio,tasa,plazo,intereses,impuestos,comision,importe,saldo
ALFA A,27/11/20,11:33:28,Compra de Acciones.,700.00,15.60,0.00,0.00,0.00,3.49,21.84,10945.33,-897438.17
ALFA A,27/11/20,11:33:35,Compra de Acciones.,79.00,15.60,0.00,0.00,0.00,0.39,2.46,1235.26,-898673.43
GBMF2 BF,27/11/20,1:18:51,Compra Soc.de Inv.- Cliente             ,3517.00,36.96,0.00,0.00,0.00,0.00,0.00,129987.25,-848637.62
GBMF2 BF,30/11/20,7:50:05,Compra Soc.de Inv.- Cliente             ,55.00,36.96,0.00,0.00,0.00,0.00,0.00,2032.94,-900706.38
GBMF2 BF,30/11/20,10:49:46,Venta Soc.de Inv.- Cliente              ,13257.00,36.96,0.00,0.00,0.00,0.00,0.00,490013.59,-410692.79
GBMF2 BF,30/11/20,10:49:47,Venta Soc.de Inv.- Cliente              ,54.00,36.96,0.00,0.00,0.00,0.00,0.00,1995.98,-408696.81
GBMF2 BF,30/11/20,1:19:59,Compra Soc.de Inv.- Cliente             ,54.00,36.96,0.00,0.00,0.00,0.00,0.00,1995.98,-410692.79
GBMF2 BF,01/12/20,7:50:34,Venta Soc.de Inv.- Cliente              ,1354.00,36.97,0.00,0.00,0.00,0.00,0.00,50050.80,-360641.99
KIMBER A,01/12/20,9:43:01,Venta de Acciones.,200.00,32.65,0.00,0.00,0.00,2.09,13.06,6514.85,-353146.14
KIMBER A,01/12/20,9:43:01,Venta de Acciones.,100.00,32.65,0.00,0.00,0.00,1.04,6.53,3257.43,-349888.72
KIMBER A,01/12/20,9:43:01,Venta de Acciones.,332.00,32.65,0.00,0.00,0.00,3.47,21.68,10814.65,-339074.07
KIMBER A,01/12/20,9:43:01,Venta de Acciones.,70.00,32.65,0.00,0.00,0.00,0.73,4.57,2280.20,-336793.87
KIMBER A,01/12/20,9:43:01,Venta de Acciones.,200.00,32.65,0.00,0.00,0.00,2.09,13.06,6514.85,-330279.02
KIMBER A,01/12/20,9:43:01,Venta de Acciones.,100.00,32.65,0.00,0.00,0.00,1.04,6.53,3257.43,-327021.59
KIMBER A,01/12/20,9:43:01,Venta de Acciones.,100.00,32.65,0.00,0.00,0.00,1.04,6.53,3257.43,-323764.17
KIMBER A,01/12/20,9:43:01,Venta de Acciones.,20.00,32.65,0.00,0.00,0.00,0.21,1.31,651.49,-323112.68
KIMBER A,01/12/20,9:43:01,Venta de Acciones.,100.00,32.65,0.00,0.00,0.00,1.04,6.53,3257.43,-319855.26
KIMBER A,01/12/20,9:43:01,Venta de Acciones.,100.00,32.65,0.00,0.00,0.00,1.04,6.53,3257.43,-316597.83
KIMBER A,01/12/20,9:43:01,Venta de Acciones.,300.00,32.65,0.00,0.00,0.00,3.13,19.59,9772.28,-306825.56
KIMBER A,01/12/20,9:43:01,Venta de Acciones.,100.00,32.65,0.00,0.00,0.00,1.04,6.53,3257.43,-303568.13
KIMBER A,01/12/20,9:43:01,Venta de Acciones.,100.00,32.65,0.00,0.00,0.00,1.04,6.53,3257.43,-300310.71
KIMBER A,01/12/20,9:43:01,Venta de Acciones.,200.00,32.65,0.00,0.00,0.00,2.09,13.06,6514.85,-293795.86
KIMBER A,01/12/20,9:43:02,Venta de Acciones.,25.00,32.65,0.00,0.00,0.00,0.26,1.63,814.36,-292981.50
KIMBER A,01/12/20,9:43:02,Venta de Acciones.,100.00,32.65,0.00,0.00,0.00,1.04,6.53,3257.43,-289724.08
KIMBER A,01/12/20,9:43:02,Venta de Acciones.,200.00,32.65,0.00,0.00,0.00,2.09,13.06,6514.85,-283209.22
KIMBER A,01/12/20,9:43:02,Venta de Acciones.,378.00,32.65,0.00,0.00,0.00,3.95,24.68,12313.07,-270896.16
FIBRAPL 14,02/12/20,8:42:39,Venta de Acciones.,200.00,42.76,0.00,0.00,0.00,2.74,17.10,8532.16,98307.27
FIBRAPL 14,02/12/20,8:42:39,Venta de Acciones.,300.00,42.76,0.00,0.00,0.00,4.11,25.66,12798.24,111105.51
FIBRAPL 14,02/12/20,8:42:39,Venta de Acciones.,100.00,42.75,0.00,0.00,0.00,1.37,8.55,4265.08,115370.59
FIBRAPL 14,02/12/20,8:42:39,Venta de Acciones.,100.00,42.73,0.00,0.00,0.00,1.37,8.55,4263.09,119633.68
FIBRAPL 14,02/12/20,8:42:39,Venta de Acciones.,2.00,42.70,0.00,0.00,0.00,0.03,0.17,85.20,119718.88
FIBRAPL 14,02/12/20,8:42:39,Venta de Acciones.,5.00,42.70,0.00,0.00,0.00,0.07,0.43,213.00,119931.88
FIBRAPL 14,02/12/20,8:42:39,Venta de Acciones.,40.00,42.65,0.00,0.00,0.00,0.55,3.41,1702.04,121633.93
FIBRAPL 14,02/12/20,8:42:40,Venta de Acciones.,100.00,42.65,0.00,0.00,0.00,1.36,8.53,4255.11,125889.03
FIBRAPL 14,02/12/20,8:42:40,Venta de Acciones.,100.00,42.65,0.00,0.00,0.00,1.36,8.53,4255.11,130144.14
FIBRAPL 14,02/12/20,8:42:40,Venta de Acciones.,5.00,42.65,0.00,0.00,0.00,0.07,0.43,212.76,130356.89
FIBRAPL 14,02/12/20,8:42:40,Venta de Acciones.,1.00,42.60,0.00,0.00,0.00,0.01,0.09,42.50,130399.39
FIBRAPL 14,02/12/20,8:42:40,Venta de Acciones.,1.00,42.60,0.00,0.00,0.00,0.01,0.09,42.50,130441.89
FIBRAPL 14,02/12/20,8:42:40,Venta de Acciones.,1.00,42.60,0.00,0.00,0.00,0.01,0.09,42.50,130484.40
FIBRAPL 14,02/12/20,8:42:40,Venta de Acciones.,100.00,42.60,0.00,0.00,0.00,1.36,8.52,4250.12,134734.51
FIBRAPL 14,02/12/20,8:42:45,Venta de Acciones.,1.00,42.63,0.00,0.00,0.00,0.01,0.09,42.53,134777.04
FIBRAPL 14,02/12/20,8:52:15,Venta de Acciones.,73.00,42.58,0.00,0.00,0.00,0.99,6.22,3101.13,137878.17
FIBRAPL 14,02/12/20,8:52:54,Venta de Acciones.,400.00,42.58,0.00,0.00,0.00,5.45,34.06,16992.49,154870.66
FIBRAPL 14,02/12/20,8:53:03,Venta de Acciones.,500.00,42.58,0.00,0.00,0.00,6.81,42.58,21240.61,176111.27
FIBRAPL 14,02/12/20,8:53:03,Venta de Acciones.,100.00,42.58,0.00,0.00,0.00,1.36,8.52,4248.12,180359.39
FIBRAPL 14,02/12/20,8:53:05,Venta de Acciones.,100.00,42.58,0.00,0.00,0.00,1.36,8.52,4248.12,184607.51
FIBRAPL 14,02/12/20,8:53:12,Venta de Acciones.,1947.00,42.58,0.00,0.00,0.00,26.53,165.81,82710.92,267318.43
SPOT N,02/12/20,10:35:25,Venta de Acciones.,6.00,6200.00,0.00,0.00,0.00,11.90,74.40,37113.70,304432.13
GUSH *,02/12/20,2:58:56,Compra de Acciones.,14.00,696.60,0.00,0.00,0.00,3.12,19.50,9775.03,294657.10
GBMF2 BF,03/12/20,7:52:30,Compra Soc.de Inv.- Cliente             ,2428.00,36.97,0.00,0.00,0.00,0.00,0.00,89763.35,204893.75
ALFA A,03/12/20,11:37:15,Venta de Acciones.,526.00,16.54,0.00,0.00,0.00,2.78,17.40,8679.86,213573.61
ALFA A,03/12/20,11:37:16,Venta de Acciones.,1074.00,16.54,0.00,0.00,0.00,5.68,35.53,17722.75,231296.36
GUSH *,03/12/20,11:59:46,Venta de Acciones.,14.00,731.75,0.00,0.00,0.00,3.28,20.49,10220.73,241517.09
GBMF2 BF,04/12/20,7:51:47,Compra Soc.de Inv.- Cliente             ,5542.00,36.97,0.00,0.00,0.00,0.00,0.00,204891.45,36625.64
BIMBO A,04/12/20,8:43:19,Compra de Acciones.,100.00,43.86,0.00,0.00,0.00,1.40,8.77,4396.18,32229.46
BIMBO A,04/12/20,8:43:19,Compra de Acciones.,200.00,43.86,0.00,0.00,0.00,2.81,17.54,8792.35,23437.11
BIMBO A,04/12/20,8:43:19,Compra de Acciones.,68.00,43.87,0.00,0.00,0.00,0.95,5.97,2990.08,20447.03
BIMBO A,04/12/20,8:43:19,Compra de Acciones.,100.00,43.89,0.00,0.00,0.00,1.40,8.78,4399.18,16047.85
BIMBO A,04/12/20,8:43:19,Compra de Acciones.,102.00,43.90,0.00,0.00,0.00,1.43,8.96,4488.19,11559.66
GBMF2 BF,07/12/20,7:53:23,Compra Soc.de Inv.- Cliente             ,990.00,36.97,0.00,0.00,0.00,0.00,0.00,36603.36,-25043.70
ALFA A,07/12/20,10:07:07,Venta de Acciones.,1068.00,16.69,0.00,0.00,0.00,5.70,35.65,17783.57,-7260.13
ALFA A,07/12/20,10:07:07,Venta de Acciones.,532.00,16.69,0.00,0.00,0.00,2.84,17.76,8858.48,1598.35
GBMF2 BF,08/12/20,7:52:44,Venta Soc.de Inv.- Cliente              ,678.00,36.97,0.00,0.00,0.00,0.00,0.00,25068.33,26666.68
GBMF2 BF,09/12/20,7:53:14,Compra Soc.de Inv.- Cliente             ,721.00,36.97,0.00,0.00,0.00,0.00,0.00,26658.92,7.76
FIBRAMQ 12,09/12/20,9:07:55,Compra de Acciones.,2100.00,25.96,0.00,0.00,0.00,17.45,109.03,54642.48,-54634.71
FIBRAMQ 12,09/12/20,9:07:55,Compra de Acciones.,200.00,25.96,0.00,0.00,0.00,1.66,10.38,5204.05,-59838.76
FIBRAPL 14,09/12/20,9:15:47,Compra de Acciones.,100.00,43.50,0.00,0.00,0.00,1.39,8.70,4360.09,-64198.85
FIBRAPL 14,09/12/20,9:15:47,Compra de Acciones.,100.00,43.50,0.00,0.00,0.00,1.39,8.70,4360.09,-68558.94
FIBRAPL 14,09/12/20,9:16:00,Compra de Acciones.,232.00,43.50,0.00,0.00,0.00,3.23,20.18,10115.41,-78674.36
FIBRAPL 14,09/12/20,9:16:01,Compra de Acciones.,100.00,43.50,0.00,0.00,0.00,1.39,8.70,4360.09,-83034.45
FIBRAPL 14,09/12/20,9:16:01,Compra de Acciones.,40.00,43.50,0.00,0.00,0.00,0.56,3.48,1744.04,-84778.48
BIMBO A,09/12/20,9:45:31,Venta de Acciones.,100.00,42.70,0.00,0.00,0.00,1.37,8.54,4260.09,-80518.39
BIMBO A,09/12/20,9:46:00,Venta de Acciones.,300.00,42.70,0.00,0.00,0.00,4.10,25.62,12780.28,-67738.11
BIMBO A,09/12/20,9:46:03,Venta de Acciones.,100.00,42.70,0.00,0.00,0.00,1.37,8.54,4260.09,-63478.02
BIMBO A,09/12/20,9:46:27,Venta de Acciones.,70.00,42.70,0.00,0.00,0.00,0.96,5.98,2982.07,-60495.95
GENTERA *,10/12/20,9:15:27,Compra de Acciones.,168.00,8.70,0.00,0.00,0.00,0.47,2.92,1464.99,-61960.94
GENTERA *,10/12/20,9:15:27,Compra de Acciones.,200.00,8.70,0.00,0.00,0.00,0.56,3.48,1744.04,-63704.98
GENTERA *,10/12/20,9:15:28,Compra de Acciones.,1356.00,8.70,0.00,0.00,0.00,3.78,23.59,11824.57,-75529.55
LALA B,10/12/20,9:40:50,Compra de Acciones.,100.00,15.30,0.00,0.00,0.00,0.49,3.06,1533.55,-77063.10
LALA B,10/12/20,9:40:50,Compra de Acciones.,90.00,15.30,0.00,0.00,0.00,0.44,2.75,1380.19,-78443.29
LALA B,10/12/20,9:40:50,Compra de Acciones.,100.00,15.30,0.00,0.00,0.00,0.49,3.06,1533.55,-79976.84
LALA B,10/12/20,9:41:59,Compra de Acciones.,200.00,15.30,0.00,0.00,0.00,0.98,6.12,3067.10,-83043.94
ALSEA *,10/12/20,10:09:14,Compra de Acciones.,150.00,28.70,0.00,0.00,0.00,1.38,8.61,4314.99,-87358.93
ALSEA *,10/12/20,10:09:14,Compra de Acciones.,100.00,28.70,0.00,0.00,0.00,0.92,5.74,2876.66,-90235.59
ALSEA *,10/12/20,10:09:22,Compra de Acciones.,11.00,28.70,0.00,0.00,0.00,0.10,0.63,316.43,-90552.02
FIBRAPL 14,10/12/20,10:27:18,Venta de Acciones.,32.00,43.90,0.00,0.00,0.00,0.45,2.81,1401.54,-89150.48
FIBRAPL 14,10/12/20,10:27:25,Venta de Acciones.,100.00,43.90,0.00,0.00,0.00,1.40,8.78,4379.82,-84770.66
FIBRAPL 14,10/12/20,10:30:41,Venta de Acciones.,100.00,43.90,0.00,0.00,0.00,1.40,8.78,4379.82,-80390.85
FIBRAPL 14,10/12/20,10:32:07,Venta de Acciones.,100.00,43.90,0.00,0.00,0.00,1.40,8.78,4379.82,-76011.03
FIBRAPL 14,10/12/20,10:32:28,Venta de Acciones.,100.00,43.90,0.00,0.00,0.00,1.40,8.78,4379.82,-71631.22
FIBRAPL 14,10/12/20,10:36:29,Venta de Acciones.,90.00,43.88,0.00,0.00,0.00,1.26,7.90,3940.04,-67691.18
FIBRAPL 14,10/12/20,10:36:38,Venta de Acciones.,50.00,43.88,0.00,0.00,0.00,0.70,4.39,2188.91,-65502.27
TERRA 13,10/12/20,10:49:44,Venta de Acciones.,349.00,29.95,0.00,0.00,0.00,3.34,20.91,10428.30,-55073.97
TERRA 13,10/12/20,10:49:44,Venta de Acciones.,100.00,29.95,0.00,0.00,0.00,0.96,5.99,2988.05,-52085.92
TERRA 13,10/12/20,10:49:44,Venta de Acciones.,100.00,29.95,0.00,0.00,0.00,0.96,5.99,2988.05,-49097.87
TERRA 13,10/12/20,10:49:44,Venta de Acciones.,200.00,29.95,0.00,0.00,0.00,1.92,11.98,5976.10,-43121.76
TERRA 13,10/12/20,10:49:44,Venta de Acciones.,3031.00,29.95,0.00,0.00,0.00,29.05,181.56,90567.84,47446.08
ASUR B,10/12/20,10:53:55,Compra de Acciones.,29.00,314.88,0.00,0.00,0.00,2.92,18.26,9152.71,38293.38
ASUR B,10/12/20,10:53:55,Compra de Acciones.,2.00,314.88,0.00,0.00,0.00,0.20,1.26,631.22,37662.15
TERRA 13,10/12/20,10:56:08,Venta de Acciones.,100.00,30.06,0.00,0.00,0.00,0.96,6.01,2999.03,40661.18
TERRA 13,10/12/20,10:56:08,Venta de Acciones.,100.00,30.06,0.00,0.00,0.00,0.96,6.01,2999.03,43660.21
TERRA 13,10/12/20,10:56:08,Venta de Acciones.,100.00,30.06,0.00,0.00,0.00,0.96,6.01,2999.03,46659.23
TERRA 13,10/12/20,10:56:09,Venta de Acciones.,100.00,30.06,0.00,0.00,0.00,0.96,6.01,2999.03,49658.26
TERRA 13,10/12/20,10:56:09,Venta de Acciones.,100.00,30.06,0.00,0.00,0.00,0.96,6.01,2999.03,52657.28
TERRA 13,10/12/20,10:56:09,Venta de Acciones.,100.00,30.06,0.00,0.00,0.00,0.96,6.01,2999.03,55656.31
TERRA 13,10/12/20,10:56:09,Venta de Acciones.,100.00,30.06,0.00,0.00,0.00,0.96,6.01,2999.03,58655.34
TERRA 13,10/12/20,10:56:09,Venta de Acciones.,100.00,30.06,0.00,0.00,0.00,0.96,6.01,2999.03,61654.36
TERRA 13,10/12/20,10:57:13,Venta de Acciones.,300.00,30.06,0.00,0.00,0.00,2.89,18.04,8997.08,70651.44
TERRA 13,10/12/20,10:57:18,Venta de Acciones.,162.00,30.06,0.00,0.00,0.00,1.56,9.74,4858.42,75509.86
ALSEA *,10/12/20,2:54:12,Compra de Acciones.,94.00,28.39,0.00,0.00,0.00,0.85,5.34,2674.85,72835.01
ALSEA *,10/12/20,2:54:15,Compra de Acciones.,90.00,28.39,0.00,0.00,0.00,0.82,5.11,2561.03,70273.98
ALSEA *,10/12/20,2:54:22,Compra de Acciones.,82.00,28.39,0.00,0.00,0.00,0.75,4.66,2333.38,67940.60
ALSEA *,10/12/20,2:54:28,Compra de Acciones.,80.00,28.39,0.00,0.00,0.00,0.73,4.54,2276.47,65664.13
ASUR B,10/12/20,2:54:44,Compra de Acciones.,3.00,315.78,0.00,0.00,0.00,0.30,1.89,949.54,64714.60
ASUR B,10/12/20,2:54:44,Compra de Acciones.,5.00,315.78,0.00,0.00,0.00,0.51,3.16,1582.56,63132.03
ASUR B,10/12/20,2:54:44,Compra de Acciones.,5.00,315.78,0.00,0.00,0.00,0.51,3.16,1582.56,61549.47
ALSEA *,10/12/20,2:54:45,Compra de Acciones.,90.00,28.39,0.00,0.00,0.00,0.82,5.11,2561.03,58988.44
ASUR B,10/12/20,2:54:45,Compra de Acciones.,85.00,315.78,0.00,0.00,0.00,8.59,53.68,26903.57,32084.87
ALSEA *,10/12/20,2:54:53,Compra de Acciones.,400.00,28.39,0.00,0.00,0.00,3.63,22.71,11382.35,20702.52
ALSEA *,10/12/20,2:54:58,Compra de Acciones.,55.00,28.39,0.00,0.00,0.00,0.50,3.12,1565.07,19137.45
CEMEX CPO,10/12/20,2:59:55,Compra de Acciones.,700.00,10.97,0.00,0.00,0.00,2.46,15.36,7696.82,11440.64
GBMF2 BF,11/12/20,7:53:49,Venta Soc.de Inv.- Cliente              ,1637.00,36.98,0.00,0.00,0.00,0.00,0.00,60530.75,71971.39
ALSEA *,11/12/20,9:35:34,Compra de Acciones.,100.00,27.27,0.00,0.00,0.00,0.65,4.09,2731.75,69202.67
ALSEA *,11/12/20,9:35:34,Compra de Acciones.,6.00,27.27,0.00,0.00,0.00,0.04,0.25,163.90,69038.77
ALSEA *,11/12/20,9:35:34,Compra de Acciones.,100.00,27.27,0.00,0.00,0.00,0.65,4.09,2731.75,66307.02
ALSEA *,11/12/20,9:35:34,Compra de Acciones.,100.00,27.27,0.00,0.00,0.00,0.65,4.09,2731.75,63575.28
ALSEA *,11/12/20,9:35:34,Compra de Acciones.,60.00,27.27,0.00,0.00,0.00,0.39,2.45,1639.05,61936.23
CEMEX CPO,11/12/20,9:37:35,Compra de Acciones.,331.00,10.60,0.00,0.00,0.00,0.84,5.26,3514.71,58421.52
KIMBER A,11/12/20,12:21:36,Compra de Acciones.,2.00,33.09,0.00,0.00,0.00,0.02,0.10,66.30,58355.23
KIMBER A,11/12/20,12:21:36,Compra de Acciones.,100.00,33.09,0.00,0.00,0.00,0.79,4.96,3314.76,55040.47
KIMBER A,11/12/20,12:21:36,Compra de Acciones.,145.00,33.09,0.00,0.00,0.00,1.15,7.20,4806.40,50234.07
KIMBER A,11/12/20,12:21:37,Compra de Acciones.,56.00,33.09,0.00,0.00,0.00,0.44,2.78,1856.26,48377.81
KIMBER A,11/12/20,12:21:37,Compra de Acciones.,89.00,33.09,0.00,0.00,0.00,0.71,4.42,2950.13,45427.67
KIMBER A,11/12/20,12:21:37,Compra de Acciones.,300.00,33.09,0.00,0.00,0.00,2.38,14.89,9944.27,35483.40
KIMBER A,11/12/20,12:21:37,Compra de Acciones.,11.00,33.09,0.00,0.00,0.00,0.09,0.55,364.62,35118.78
KIMBER A,11/12/20,12:26:12,Compra de Acciones.,43.00,33.15,0.00,0.00,0.00,0.34,2.14,1427.93,33690.85
KIMBER A,11/12/20,12:26:12,Compra de Acciones.,100.00,33.15,0.00,0.00,0.00,0.80,4.97,3320.77,30370.08
KIMBER A,11/12/20,12:26:13,Compra de Acciones.,124.00,33.15,0.00,0.00,0.00,0.99,6.17,4117.75,26252.33
KIMBER A,11/12/20,12:26:21,Compra de Acciones.,167.00,33.15,0.00,0.00,0.00,1.33,8.30,5545.68,20706.64
KIMBER A,11/12/20,12:26:42,Compra de Acciones.,140.00,33.15,0.00,0.00,0.00,1.11,6.96,4649.08,16057.57
KIMBER A,11/12/20,12:26:59,Compra de Acciones.,274.00,33.15,0.00,0.00,0.00,2.18,13.62,9098.90,6958.66
FIBRAMQ 12,11/12/20,12:44:27,Venta de Acciones.,100.00,26.09,0.00,0.00,0.00,0.63,3.91,2604.46,9563.12
FIBRAMQ 12,11/12/20,12:44:27,Venta de Acciones.,48.00,26.09,0.00,0.00,0.00,0.30,1.88,1250.14,10813.26
FIBRAMQ 12,11/12/20,12:44:27,Venta de Acciones.,500.00,26.09,0.00,0.00,0.00,3.13,19.57,13022.30,23835.57
FIBRAMQ 12,11/12/20,12:44:27,Venta de Acciones.,100.00,26.09,0.00,0.00,0.00,0.63,3.91,2604.46,26440.03
FIBRAMQ 12,11/12/20,12:44:27,Venta de Acciones.,19.00,26.09,0.00,0.00,0.00,0.12,0.74,494.85,26934.87
KIMBER A,11/12/20,12:47:37,Compra de Acciones.,130.00,33.15,0.00,0.00,0.00,1.03,6.46,4317.00,22617.88
KIMBER A,11/12/20,12:47:41,Compra de Acciones.,270.00,33.15,0.00,0.00,0.00,2.15,13.43,8966.07,13651.80
KIMBER A,11/12/20,12:47:43,Compra de Acciones.,100.00,33.15,0.00,0.00,0.00,0.80,4.97,3320.77,10331.03
KIMBER A,11/12/20,12:47:47,Compra de Acciones.,31.00,33.15,0.00,0.00,0.00,0.25,1.54,1029.44,9301.60
KIMBER A,11/12/20,12:47:58,Compra de Acciones.,184.00,33.15,0.00,0.00,0.00,1.46,9.15,6110.21,3191.38
GBMF2 BF,11/12/20,1:24:29,Compra Soc.de Inv.- Cliente             ,1.00,36.98,0.00,0.00,0.00,0.00,0.00,36.98,71934.42
FIBRAMQ 12,11/12/20,1:38:50,Venta de Acciones.,3.00,26.35,0.00,0.00,0.00,0.02,0.12,78.91,3270.29
FIBRAMQ 12,11/12/20,1:39:43,Venta de Acciones.,100.00,26.32,0.00,0.00,0.00,0.63,3.95,2627.42,5897.71
FIBRAMQ 12,11/12/20,1:39:43,Venta de Acciones.,49.00,26.32,0.00,0.00,0.00,0.31,1.93,1287.44,7185.15
FIBRAMQ 12,11/12/20,1:39:43,Venta de Acciones.,100.00,26.32,0.00,0.00,0.00,0.63,3.95,2627.42,9812.57
FIBRAMQ 12,11/12/20,1:39:43,Venta de Acciones.,186.00,26.32,0.00,0.00,0.00,1.17,7.34,4887.00,14699.57
FIBRAMQ 12,11/12/20,1:39:44,Venta de Acciones.,14.00,26.32,0.00,0.00,0.00,0.09,0.55,367.84,15067.41
FIBRAMQ 12,11/12/20,1:39:44,Venta de Acciones.,14.00,26.32,0.00,0.00,0.00,0.09,0.55,367.84,15435.25
FIBRAMQ 12,11/12/20,1:39:44,Venta de Acciones.,10.00,26.32,0.00,0.00,0.00,0.06,0.39,262.74,15697.99
FIBRAMQ 12,11/12/20,1:39:49,Venta de Acciones.,100.00,26.32,0.00,0.00,0.00,0.63,3.95,2627.42,18325.41
